category,count
Handmade Fruit 鮮果の手作,7
Soups and Noodle Soups,7
All Day Menu / Side Dishes,7
All Day Menu / Specials,7
Chow Mein Or Chop Suey,7
Gluten Free Rice Noodles ,7
Vegetables（Served with white rice）,7
干锅(Dry Pot),7
Crispy Noodle,7
Teriyaki (Japanese Express),7
Kid’s Menu,7
Thick Noodles (Lo Mein),7
Dan Bin (Taiwanese Egg Crepe),7
Fried Food Section,7
Hoja Rice Box,7
Seafood Skewers,7
Chicken Sandwich and More,7
Hong Kong Style Pan-Fried Noodle 香港式炒麵,7
Exteras Add,7
Soup and Clay Pot 汤及砂锅,7
Italian,7
Lamen &amp; Noodles,7
Pork1,7
Lo  Mein,7
Bottled drinks ,7
"Chow Mein, Fried Rice, and Noodles",7
TO GO Drinks,7
Combination_Platters ,7
Moo Shu (Lunch),7
Chinese - Egg Foo Young,7
Delish fried rice,7
Go Green for Shrimp Flavor,7
"Side ""EXTRA"" Sauce",7
To Start,7
Appetizer - Cold Dishes,7
Bo Bo Family Dinners,7
Ice Creams Treats,7
Vietnamese - Hu Tieu and Mi,7
Pho Vietnamese Beef Noodle Soup,7
Sauces and Side ,6
Chow Mein (Not Noodles),6
Fruit Chils,6
"Extra Rice, Extra Noodles and Add Ons (L)",6
Pan Fried,6
Yaki Soba and Udon,6
Teriyaki(Bento Box) ,6
Swirl Series,6
Tofu &amp; Gluten/ 豆类制品,6
Mushrooms/ 菌菇类,6
Chow Lo Mein,6
American Appetizers,6
Pai Tai Noodle,6
Stir-Fry Noodle 炒麵,6
Homemade Sauces,6
Grilled Meat and Rice,6
Mixian rice-noodles,6
Tasty Sides,6
Hand-made Dumplings/Bao,6
Low Calories Dishes,6
Vegetarian Tvp,6
Steamed Corner,6
Drinks ( Bottle of Soda or Juice),6
Vietnamese,6
Baked Rolls,6
Vegetables (specify if vegetarian),6
Bento box,6
Master Chefs Specialities,6
Selected Family Dinners,6
Handmade Soup Noodles,6
Chicken Wing and Fried Chicken Special,6
Soda or Drink,6
Chef's Special (廚師推介),6
Plates with Flat Noodles,6
Noodles Soup (湯 面),6
Pot,6
American Chinese Food,6
New Dish,6
Diet Dishes(Qt),6
Noodle Entrée (Dinner),6
Entrée (Beef),6
Lo Mein(Soft Noodle),6
Entrée (Pork),6
Premium Pure Tea | 精選純茶,6
Salt and Pepper,6
Curry (All curry types start at 2** spice level),6
Dumpling 饺子,6
Hibachi Lunch (Lunch Special),6
Lighter Menu,6
Haelthy Diet Menu,6
Sushi Burritos and Poke Bowls,6
Red Pepper Main Dishes川宗主食部,6
FROZEN ITEM,6
City Special (特色山城),6
Drink (饮品),6
House Recommend,6
Sushi Dinner Entrees,6
Vegetable (Entree Dishes),6
Stir-fried Noodles (Chow Mein),6
Fresh Rice Noodles (Chow Fun),6
Lunch Menu / Beef,6
Lunch Chinese Combo,6
Addition Sauce,6
Soup (Can serve up to 2),6
Chow Mein (Qt),6
Pick Your Catch,6
Fried Food Basket,6
Chow Mein (Fried Noodles),6
Stir Fried Noodles/炒面,6
Szechuan Cuisine,6
Hot Plates,6
Seafood Dinner Platter,6
Yat Noodles 伊麵,6
Chow Ho Fun (Flat Noodles),6
Kids Plates,6
Family Pack's Biryani's,6
Soup 32oz,6
Thai Cuisine - Noodle &amp; Rice,6
Staple Food 主食,6
Tofu Pots 豆腐煲,6
Haidilao Boiling Pot,6
Fried Seafood Platters,6
Seafood (w/ White Rice),6
Pho (Beef Noodle Soup),6
Family Combo Specials,6
Combo Single,6
Appetizer and Chinese Delicacies 饭前小吃系列,6
Spicy Teriyaki,6
Udon Japanese Noodle,6
All Day Menu - Shrimp,6
All Day Menu - Chow Mein,6
Vegetable Dishes 蔬菜,6
Chief’s Special (w/ White Rice),6
Kid’s,6
Teriyaki &amp; Wok Combination,6
Other 其他,6
Chief’s Special,6
Combo for Two (Happy),6
Rice Noodle/Chow Fun,6
Grill ,6
Chow Mein (Not Soft Noodle),6
Diet Health Food 健康餐类,6
Chow Mein( It not a noodle ),6
Chicken Tenders,6
Wall Combinations,6
Pan-Fried Buns (5pcs) 煎包,6
Chef's Chinese Specials,6
Fridge Items,6
Handmade Noodles,6
Beverage （饮料）,6
Hibachi Entrée,6
Health Dishes 健康菜,6
All Day Menu - Egg Foo Young,6
All Day Menu - Vegetables,6
All Day Menu - Roast Pork,6
Sizzling Plate ,6
Fresh Milk Tea 鮮奶茶系列,6
Sea Salt Cheese Milk Foam 海鹽奶蓋,6
House Special Chili Dishes,6
Spicy Buffao and Tsos Wings,6
Daily Chicken Wings Special,6
Yeung Fong Home Style,6
Vegetable (Chow Mein),6
Dieters Special,6
Chow Mein ( Crispy Noodles &amp; Rice),6
Indo Chinese - Soup,6
Japanese Entrees,6
Chinese Diet Menu,6
Szechuan Pepper Broth,6
Bun (Cold Vermicelli Noodle),6
Grill Steaks Combos,6
Udon Soup 烏冬,6
Mushu,6
Chef's Special Wok,6
Sushi Boats,6
New House Specialty,6
Pad Thai Style Noodles,6
Vege,6
Grandma's Egg Foo Young,6
Beef and Lamb Dishes,6
Duck House Specialties,6
Desserts and Extras,6
Chow Mei Fun (Pancit),6
Chow Mein(Chow Mein is Vegetable NOT Spaghetti/Noodles ,6
Vegetarian Chicken,6
Vegetarian Beef,6
Noodles Soup ,6
Sizzling Platter and Tofu,6
Moo Shu Chicken,6
American Mains,6
Big Rolls,6
Diet Dishes ,6
Katsu,6
Chicken &amp; Duck (雞/鴨),6
Mei Fun Soup,6
Chow Mein (Vegetable),6
Pork Mains,6
Spicy Rice Noodle Soup,6
SOUP ,6
FRIED RICE ,6
EGG FOO YOUNG,6
South Specials,6
Soup &amp; Congees (湯/粥),6
Lunch Special Pork,6
Lunch Special Seafood,6
Dinner Pork Combination Plate,6
Dinner Seafood Combination Plate,6
Egg Noodle and Rice Noodle Soup 湯粉麵,6
High Nutrition Fried Brown Rice,6
Shanghai Noodles,6
Rice (16 oz Bowl),6
Chow Mien Fun,6
Sushi Combination Plates,6
"Light ""Revolution Diet"" Menu",6
Stir Fry Noodles,6
Lo Mein (Soft Noodles)🍝,6
Fried Rice-D,6
Additional,6
Vegetarian Appetizer 素食类前菜,6
Large Mei Fun (Rice Noodle),6
Special  Noodle SoupS,6
Shrimp dish with White Rice(Large),6
1/2 Pounder Super Specials,6
Chinese Lo Mein (yakisoba),6
Sushi Roll Specials,6
Kitchen Specials,6
Indo Chinese Entrees,6
Lo Mein ( Noodle ),6
Lunch Special / Pork,6
Lunch Special / Seafood,6
Dinner Combination Plates / Pork ,6
Dinner Combination Plates / Seafood,6
Chow Mai Fun ( Rice Noodle ),6
Lo Mein-E,6
Mei Fun-M,6
CHOW MEIN &amp; NOODLE,6
Wok Wok Wok!!,6
Seasonal ,6
Sides and Drinks,6
Vegetarian Selections ,6
OL Iced Tea,6
Wing Specials,6
Thai Special Entree,6
Top's China Special Deal,6
Chow Mein Combination Platters,6
Egg Foo Young Combination Platters,6
Bull Daddy Hell Noodles,6
Classic Thai Entrees,6
Wonderful Thai Fried Rice,6
Soft Shell Crab,6
Lo Mein Combination Platters,6
Tokyo Signature Cold Dishes,6
Deep fried dish,6
Items Worth Indulging On,6
Chinese - Appetizers,6
Chinese - Soup,6
appetizer,6
Hot Noodles,6
Additional Gluten-free Items,6
Lunch Sushi Rice Bowls,6
Sushi Burgers,6
Rice Noodle (Chow Mei Fun),6
Lo Mein(Large),6
Meat Lunch Plates,6
Distinctive Chinese Appetizers,6
Chinese Specialities,6
Sushi Entrées,6
Appetizer (American),6
Sandwich Burger (American),6
Home Made Soups,6
Asian Corner Noodle,6
Peapods,6
Noodle Bar,6
​Fried Rice,6
Dry Pot 乾鍋,6
Fried Rice (No Egg Roll and Egg Soup),6
House Made Noodles and Soup,6
Beef (No Meat),6
Bang Bang Wings,6
Stir Fry Classics,6
Chow Mein(Its NOT Lo Mein),6
Taiwanese Traditional Meals,6
芙蓉蛋​​類 Egg​​ ​​ Foo-Young,6
Fried Rice and Chow Mein 炒饭 炒面 ,6
Kids Menus,6
Specialty Chicken Wings (8 pieces),6
House Special 特品,6
Sides and Misc,6
Asia'S Favourites,6
Chicken Specialties,6
Futomaki (Jumbo Size),6
Diet Flavors..(清蒸),6
Soup (Chinese),6
Fried Rice (Chinese),6
Dinner Special Combo,6
Soup Dumplings,6
Fried Brown Rice,6
Bottled,6
Milk Bubble Tea (24oz),6
Chop Suey (Crispy Noodles),6
Diet,6
Fried Combinations,6
Pork - 猪肉類,6
Vegetable - 素菜類,6
Vegetables Combo,6
"Fried Rice, Lo Mein, Bihon, and Kwetiau Combos",6
Over Steam Rice,6
Featured Plates,6
Soft Noodle ,6
Mi Fun,6
Stir-fried Udon,6
Fruit Ice Tea,6
Fruit smoothies,6
Fruit Bubble Tea (24oz),6
"Fried Rice, Lo Mein, Vermicelli",6
Noodles &amp; Noodle Soup,6
Hot Pot (Ta Pin Lu),6
Store Recommended,6
Uttapam,6
Dinner Healthy Vegetables,6
Dinner Chow Mein,6
Small Dish ,6
Pan-Fried Yakisoba Noodle,6
Summer Special,6
From The Grill 烤,6
Meatball and Paste 丸,6
Egg Foo Young‏,6
Singapore Noodles,6
Nigiri (2 pc),6
Chop Suey and Chow Mein Crispy Noodles,6
Stir Fry Vegetables,6
Lo Mein - Soft Noodles,6
Diet Flavors (Main Dishes),6
Vegetables (Main Dishes),6
Chef’s Special Beef,6
Vegetable A La Carte,6
Top Seller Combo,6
Clay Pot 黄焖系列,6
Dinner Soup,6
Dinner Vegetable,6
Roast Pork‏,6
Family Style (Vegetarian),6
Spicy Roll / Hand Roll,6
Chow Mein with Crunchy Cracker Noodles,6
Garden Platters,6
Chow Few,6
Roasted Pork,6
Side Order and Drinks,6
Sweet Sour,6
House Specialty,6
Chinese Delicacies 特色小吃系列,6
牛羊肉類 Beef,6
Chow Mein (Shredded Vegetables) No Noodles,6
Udon Noodle Soup,6
Chinese Top Seller,6
Lo Mein Combo,6
Dinner (For Four),6
RICE BOWLS (Includes mini veg spring roll),6
NOODLE BOWLS (Includes mini veg spring roll),6
Authentic Chinese Cold Dishes,6
Vegetables ( w. Rice) ,6
Fried Rice &amp; Noodle - L,6
Palace Platter Specials,6
Yakisoba or Udon,6
Vegetarian's Delight,6
Chef Triple Delight,6
Appetizer &amp; Street Food,6
Bento 便当,6
Beverages and Desserts,6
Chinese Moo Shu Entrees,6
Chinese Moo Shu Combo Entrees,6
Fried Rice &amp; Congee,6
Triple Rice,6
Add Ons &amp; Sides,6
STIR-FRIED,6
Curry (咖哩),6
Soup Special,6
fried Rice,6
Sushi Burritos ,6
Lunch - Chop Suey,6
Lunch - Chow Mein,6
Cheung Fun,6
Egg Foo Young Entrees,6
Noodles Soups,6
"Lo Mein, Rice Noodle, Udon",6
Loaves,6
Noodle &amp; Wonton,6
Just for Kids,6
Fruit ice tea,6
Mixed,6
Hunan Chef's Specialties,6
Sliders,6
Lunch - Shrimp,6
Mini Hot Pot 小火鍋,6
House Specialities - Lunch,6
Signature Fried Rice,6
Noodles (Chinese Pasta),6
Chow Mein (Not Noodle),6
Chow Me Fun,6
Extra Sauce (各类酱汁),6
House Specialties (Come with Steam Rice ),6
Single Orders,6
Low-Fat,6
Chow Mein (Without Noodles),6
Vegetable Egg Foo Young,6
Stir-Fried Lo Mein,6
Stir-Fried Udon,6
Asian Salad,6
Rice &amp; Dumplings,6
Lunch - Lo Mein,6
Lunch - Diet Menu,6
Signature Drinks,6
Just The Tip ( Of The Iceburg ),6
Kung Fu Classics,6
Bean Curd-Tofu,6
New Dishes,6
Dry Rice Noodle,6
REGULAR SUSHI ROLL(COOKED),6
Lunch Crispy Noodles (Chow Mein),6
Dinner Crispy Noodles (Chow Mein),6
Seasonal Menu 新品尝鲜,6
Stir-Fried Noodles 炒拉面,6
Classical Noodle Soup,6
Soups (12 oz),6
Vietnamese Rice Plates,6
More Seafood Choices,6
Hot Brewed Tea,6
Combination‏ (Noodles),6
Non-Soup Noodle,6
Lo Mein Noodle Soup,6
Mix Beverage,6
Sake (Cold),6
Choose Your Dragon Combo,6
Pan Fried Noodle (Crispy Noodle),6
EGG FOO YOUNG OR CHOP SUEY,6
Special Diet And Healthy Menu 减脂健康餐,6
On the Bun,6
Jjampong,6
Lunch (Platos Fuertes),6
Vietnamese Vermicelli Plates,6
Diet Dish / Platillo de Diesa,6
Special Combo Clay Pot Rice 双拼煲仔饭,6
Soups ,6
Skewers,6
Poke Bowls,6
Xiao Long Bao,6
Chow Mein -Crispy Noodles,6
Crunchy Chow Mein,6
Chef Special's,6
Family Dinner for 2,6
Combination Delight,6
Fat Free Menu,6
Noodle and Wonton 面食,6
Seadfood (Mariscos),6
House Special (Especial De La Casa),6
Chinese Rice (Combos Arroz Chino),6
Dessert and Beverages,6
Bevarges,6
Noodles Soup (汤面),6
Pad Thai 泰面,6
Chop Suey 雜碎,6
Fried Rolls,6
 Stirfry Noodle,6
Yakiudon,6
Fish &amp; Seafood Specialties,6
Vermicelli Trays,6
Street Food Snacks 小吃 ,6
Chop Suey (什碎),6
Congee (粥),6
"Chow Mein and Fried Rice
",6
Lunch Lo Mein Noodle,6
Lunch Chow Mein,6
Yong Kang Noodles 招牌麵品,6
Shrimp 虾 ,6
BBQ Noodles,6
Chinese Eggplants,6
Chow Mein (Wonton Strips),6
Pork Entrées (猪肉类),6
Beef Entrées (牛肉类),6
Cold Small Plates,6
Chop Suey with White Rice,6
Entrée Noodle Soup,6
Beverage 饮品,6
À La Carte Dinners - Egg Foo Yong,6
Crispy Noodles or Stir Fry Noodles	,6
Pad Wun Sen,6
Vietnamese Sag Noodle	,6
Drunken Noodles,6
Skewer,6
Dry Braised Hot Pot Style,6
Chow Mein (Noodles),6
Beverage-Tea &amp; Soda,6
Saucy Rice (comes with  daily soup.),6
"Hsinchu Rice Noodle (Contains dried shrimp, dried mushroom, egg, and shredded pork)",6
Seafood Boil Combo,6
Fried Seafood Box,6
Vietnamese Sandwiches (Banh Mi) Bar,6
Drink/饮料类,6
Noodles and Chow Mein,6
 Fried Rice,6
Chop suey,6
Ofertas Familiares,6
Sweet Beef,6
Lo Mein (All Large Size),6
Egg Foo Young (Three Patties),6
Japanese Teriyaki and Negimaki,6
Health &amp; Diet Food,6
Dim Sum (Deep Fried),6
Tacos and Taquitos (Soft),6
Enchiladas,6
Soups and Dumplings,6
Nutrition and Health Food,6
Small Sides ,6
Chopseuy,6
Extra Sauce ,6
Appetizer/小吃,6
Sushi Special,6
Our Family Dinners,6
Breaded Chicken,6
soft drink,6
Yogurt,6
Specialties Thai Food,6
Moo Shu (All Large),6
Pan-Fried Noodle 干炒面,6
Chow Fun 炒粉,6
Vietnamese - Chef Special,6
Vietnamese - Salads,6
Combo Meals A,6
Mongolian BBQ,6
Appetizers (Sushi Bar),6
Jumbo Wings,6
Lo mein fideos,6
Grilled Skewer,6
Smoothies / Sinh To,6
Noodle Soup 面汤,6
Appetizer - Soups,6
Choose you add - on ,6
Dieter's Special,6
Steam Special,6
More Choices,6
Low Fat Dishes,6
Egg Food Young,6
Moo Shu with Pancakes ,6
Spring Rolls/Egg Rolls,6
Regular Sushi Roll,6
Salt and Pepper Style,6
Low Fat Calories,6
Simmer Pot Combo 焖锅套餐,6
Meatless Chicken Dishes,6
Basic Fried Rice &amp; Lo-Mein Menu,6
Other Specialties,6
Meatballs and Paste 丸,6
"Chow Mein [Not noodle, only vegetables]",6
Pan-fried Noodle,6
Entrées (Vegetables),6
Chow Fun (Fat Flat Noodle),6
Mu Shu Crepes,6
"Fried Rice, Lo Mein and Vermicelli",6
Noodles /Lo Mein,6
Vegetables Special Combination Combo Platters,6
"Healthy Dishes
",6
"Egg Foo Young
",6
Chef Special 主厨精选,6
Flat Noodle 宽面,6
Chef,6
Fried Rice (炒飯),6
"Chow Mein (no soft noodle ,it is vegetables)",6
Moo Shu 木須,6
Lunch Diet Menu,6
Bubble Drink,6
Chow Mein or Egg Foo Young,6
Snow Peas,6
Cashew Nuts,6
飲品類    Beverages,6
All Day Menu / Vegetarian,6
Lo Mein (捞面),6
Noodle Box,6
Lo Mein (SOFT NOODLES),6
Singapore Rice Noodles,6
Cantonese Flat Noodles,6
Refillable Drinks,6
Moo Shu with Pancake ,6
Shrimp &amp; Seafood（Served with white rice）,6
Chop Suey or Subgum,6
Special Combo Platter,6
Beef  ,6
Flat Noodles,6
"Combo 2:Two Items with White Rice ,Fried Rice or Lo Mein",6
Hot Appetizers 小吃,6
Cold Dish and Appetizer 小凉菜及前菜,6
Tin Foil Soup/Rice Noodle Soup (錫紙湯米粉),6
Squid 鱿鱼,6
Condiments Etc. 醬油类,6
House Entrees,6
Light and Vegetarian Dishes,6
Cappucine,6
Fresh Vegetable Juice,6
Super Smoothies,6
Ben And Jerry's Ice Cream,6
Fusion Thick Slice Toast,6
Thin Rice Noodles (Mei Fun),6
Pad Thai Noodles,6
Side Order/Sauces ,6
Traditional Batter Fried,6
NOODLES,6
Chow Ho Fun (Thin Noodles),6
Beef (w. White Rice),6
Box of Chicken Wings,6
Chow Mein and Chow Mei Fun,6
Egg Fo Young,6
Vietnamese Entree,6
Chinese Entree - Beef,6
Chow Mein (Crunchy Noodle),6
Lo Mein (soft noodle),6
Beef Noodle Soups,6
Health Dish,6
Dim Sum 小吃,6
Topping 加料,6
"Combo 1 :One Item with White Rice ,Fried Rice or Lo Mein",6
Sweet Congee,5
Pork &amp; Vegetables,5
Health Food 健康餐,5
Dinner Menu / Vegetables,5
Sushi and Sashimi Specials,5
Spicy Popo Menu 辣婆婆菜单 ,5
Tof and Veggies,5
Rice Lo Mein,5
Soups and Salad,5
Asian,5
Chow  Mein,5
Fried Seafood &amp; Wings,5
Canned Drinks,5
Lo Mien 撈麵,5
Milk tea &amp; tea,5
Vegetables (With Steamed Rice),5
Pad Thai 泰国面,5
Lamb 羊,5
Rice and Noodle Entrees,5
Vegetarian Dinner Combo,5
Fresh Salad Tray,5
Others and Fried Rice,5
Tofu 豆制品,5
Family Combo Tray,5
All Day Menu - Side Orders,5
Yat Ka Mein,5
Fresh Fruit Slush,5
Side Order 配食类,5
Kids Menu 儿童菜单,5
Entrées - Healthy Choice,5
Mei Fun ,5
Broth 锅底,5
Chongqing Noodles,5
Original Congee,5
Add On,5
Rice Noodle Rolls,5
Boiled With Hot Chili Sauce,5
Popular Street Foods,5
Tofu Dishes 豆腐类,5
Vegetable 素菜类,5
What is New!,5
Moo Shu 木须类,5
Yat Gaw Mein 一家面,5
DUMPLINGS AND BUNS,5
Soups (汤) 🥣,5
Dumplings &amp; Bun,5
Drink and Sides ,5
Special Drink,5
Tempura Style Entrée,5
Teriyaki Style Entrée,5
Fried Rice （炒饭）,5
Pan-Fried Buns (6 Pieces),5
Store Recommended (店家推薦),5
House-made Bacon 湖南腊肉,5
Dry Pot 火焰干锅,5
Congee ,5
Dim Sum - Handmade Dumpling,5
Pai Tai,5
Tofu/Hot Pot/Vegetables,5
Chinese Moo Shu Dishes,5
Chinese Mei Fun,5
Traditional Cook Style Over Rice 蓋飯,5
House Signature Roll,5
Dinner Health Corner,5
"Healthy Entrées
",5
pork,5
All Day Menu / Rice,5
All Day Menu / Pork,5
Fortune Seafood Menu,5
Seafood Dishes‎,5
Thai Dinner Rice and Noodles,5
Thai Dinner Appetizers,5
Rice 飯,5
Chinese Dinner Fried Rice,5
Lo Main,5
Chinese Dinner Vegetables,5
Chinese Dinner Tofu and Egg,5
Exotic Soups,5
Salad Bowl,5
Vermicelli Salad,5
Ribeye Steak,5
Extra's,5
Chinese Dinner Soups,5
"Fried Rice, Lo Mein, and Rice Noodle",5
Egg Foo Young‎,5
Mock Chicken,5
Old Master Formula 老茶莊系列,5
Moo Shu and Pancakes,5
Salads &amp; Soups,5
Fish &amp; Chips,5
COLD DISH,5
DRY COOK HOT POT,5
Chengdu Special 火锅绝配,5
Chef special,5
Soup Dishes,5
腸腸久久    Steamed Rice Rolls,5
Thai Cuisine - Vegetarian,5
All Day Menu / Chow Mein,5
Fried Rice (Chaufas),5
Combo Meal with BBQ,5
BBQ A La Carte,5
Healthy Chinese Herbs in Clay Pot 养生炖罐,5
Thai Cuisine - Poultry &amp; Meats,5
Kids Menu ￼,5
House Special Plates ,5
Lo Mein Soft Noodles,5
Chow Mein Crispy Noodles,5
Beijing Sizzling Platters,5
"Vegetables
",5
Rice and Noodle 饭面类,5
Noodles and Rice (Chow Mein and Foo Young),5
Veggie Pork,5
Gluten Free Pork,5
House Special Broth 特色锅底,5
Tofu（Served with white rice）,5
Egg Foo Young/Mu Shu,5
Foo Young Dishes,5
Cantonese Chow Mein,5
Popular Dinners,5
White Rice,5
Nepalese Street food,5
Taiwanese Entrees,5
Boiled in Hot Sauce (水煮系列),5
Side Order ￼,5
Appetizers (凉菜),5
Dumplings (12 Pieces),5
Spicy Series (麻辣系列)    Served with fried rice or Steamed rice ,5
Diet Healthy Menu,5
Beverages (飲料),5
Stir-Fry Noodles (Tallarin Saltados),5
On the Light Side Low Fat and Nutrition 健康餐,5
Noodle (面),5
Potsticker 煎饺,5
Vietnamese Food,5
SALAD,5
"Egg foo young (Arroz chino , papas fritas y carne .)",5
Basera Biryani Specialities,5
"Combinaciones con tofu (Arroz chino , papas fritas y carne .)",5
Goat and Lamb Entrees,5
Batter-Fried Chicken,5
Extra ,5
SUSHI,5
Thai Corner (Drunken Noodle),5
Slice Cake,5
Cantonese Noodle Soup,5
Baked,5
Noodle in a Bowl,5
Juicy Dumplings,5
Bowls &amp; Plates,5
Soft Noodle (Mì xao mem),5
Noodle Salad Bowl,5
A La Carte Fried Rice,5
Flavored Tea  &amp; Thai Iced Tea,5
Authentic Chinese Food 正宗中餐,5
Rice Noodles Fried Rice and Chow Foon 米粉炒飯炒粉,5
Thai Corner (Pad Thai),5
Rice plates,5
Cantonese Appetizers 粵菜頭薹,5
Lee's Kitchen Healthy Choice,5
Basil,5
Mei Fun Rice Noodle,5
Soup and Ramen,5
Special Snack特色小吃,5
Extra Love,5
Soda / Water / Energy Drink,5
Family Feast,5
Sopas 16 oz,5
Special Dinner,5
Entrees from Sushi Bar,5
Desserts 甜点,5
Side and Extra,5
Vegetarian’s Corner,5
Entrées (Pork),5
Black Pepper 黑椒,5
Yat Mein,5
Sha Cha 沙茶,5
Wor Mein,5
Lo Mein or Mei Fun or Chow Mein,5
Vietnamese - Fried Rice,5
Dessert Cake🍰,5
Chop Suey (Vegetables Plate),5
Low Calorie Dishes,5
American Classics,5
Soups or Salads,5
Camarones,5
Fresh Soy Milk 鮮豆漿,5
Sopas,5
Mini Combinaciones (Arroz y papas),5
Taco,5
Family Style 家庭餐,5
Vietnamese Pho Soups Rice Noodles,5
Dietary Specials,5
(Angel Hair Noodle) Chow Mei Fun,5
Appetizers (Sushi Menu),5
Assorted Spiced Meat 卤味,5
Egg Entrees,5
Vegetable or Tofu,5
Kid Meal,5
À La Carte Dinners - Vegetable,5
Specialty Diet Dishes,5
Dinner Beef Combination Plate,5
Early Bird - Beverages,5
Chef Special Seafood (traditional),5
Vietnamese - Sandwich / Banh Mi,5
Thai Style Fried Rice,5
Hong Kong Style BBQ,5
Entrées (Seafood),5
Vegetable-F,5
Authentic Chinese Stir Fry Seafood,5
Mala Tang Signature,5
Chow Mein-C,5
Egg and Egg Foo Young (蛋類),5
Cook's Special,5
Wheat and Rice Noodle Soup,5
Shrimp (Quart),5
Kiddie Meal,5
Sweets 甜品,5
Sushi or Sashimi or Rolls - Soup &amp; Salad,5
Sushi or Sashimi or Rolls - Vegetarian Rolls,5
Japanese Kitchen 日式廚房,5
Fried Rice(Large),5
Fantastic Thai Noodles,5
Flavored Green Tea,5
Wings (10 Pc),5
LoMein,5
Lunch Special Beef,5
Dinner Combination Plates / Beef,5
Lunch Special / Beef,5
Tostadas,5
Chicken Wings 炸雞翅,5
Saturday Biryanis,5
Weight Watchers 健康餐,5
Egg Noodle Soup,5
Miso Ramen,5
Sides of extra &amp; sauce,5
Lo Mein (Soft Thick Noodles),5
Black Rice Appetizer and  Salads,5
Chef Specials(Large),5
Tempura Plate &amp; Katsu,5
Scallop dish with White Rice(Large),5
Sushi Bento Box,5
Soups养生靓汤,5
Pork猪肉,5
Diet Dishes Special,5
Squid,5
Happy Meal,5
Noodle ,5
Chinese Breakfast,5
Fried Chicken Wings,5
Appetizer and B.B.Q 小吃&amp;烧烤类,5
Wine &amp; Beer,5
Thai &amp; Southeast Asian Specialty,5
Special Dietary Menu,5
Low Fat Cuisine,5
Sives,5
Hot and Spicy Teriyaki Specials,5
Tacos and Taquitos (Crispy),5
Health Diet Menu,5
Noodle Yak,5
Family Meal Party Trays,5
Dietary Suggestions,5
Chow Fun (Duncan Noodles),5
YakiSoba ChowMein (Best Noodle in the Universe),5
Vegetable Tofu and Lite Menu 蔬菜豆腐及低热量菜单,5
Ho Fen Rice Noodle 河粉米粉,5
Teriyaki_20years old tranditional BONNEY LAKE FOOD! (Guarantee Best Teriyaki in the Town),5
Pork  Dinner Special,5
Dragon's Special,5
Vegetable (Quart),5
Chop Suey (Qt),5
Moo Shu Dished,5
Beef Stew,5
Vermicelli Rice Noodle Bowl - Pork,5
Chinese Entrees - Lo Mein,5
Rice Noodle Soup 米粉湯,5
Noodle Soup 麵湯,5
Chow mein,5
Roast pork ,5
Sushi Roll ,5
Special Combos (三样),5
Lunch Menu / Fried Rice,5
Chinese Soups,5
Meat 牛,5
Lunch Menu / Egg Foo Young,5
Magma Chicken,5
Heart Healthy Menu,5
Chinese Chow Mein,5
Chinese Special Health and Diet Menu,5
Seasonal Special 季节限定,5
Go Green for Beef Flavor,5
Chow Mein (Vegetables),5
Nutrition And Health Food,5
Wonton soup,5
For The Kids,5
Red Curry,5
YAKI UDON,5
Grill City,5
Chow Mei Fun (Rice Vermicelli),5
Lunch Menu / Lo Mein,5
"Spicy Scallion Cold Noodles ""Youpo Mian"" (油泼辣面)",5
Seafood Entrées (海鲜类),5
Lunch Menu / Soups,5
Special Family Dinner B,5
Noodle Yat,5
Special Family Dinner a,5
Rice Soup 飯湯,5
Special Health Menu,5
Noodle Dish,5
Shared Plates,5
Rice Noodle (Mei Fun),5
Our Famous Wings,5
Donburi (Rice Bowl),5
Pork Dinners,5
Seafood Platters,5
Grocery items,5
Mini Rolls,5
Extras:,5
Udon Noodle or Ramen Noodle,5
Lo Mein (Soft Noodles) (Chinese),5
Special Diet Dishes 健怡特色菜,5
Desserts..(甜点),5
Vegetable Select,5
Bento Combination,5
Fried Rice‎‎ &amp; Egg Foo Young,5
Bento (Dinner),5
Egg Foo Young (Chinese),5
Mei Fun (Chinese),5
Sweet,5
Can Soda 罐装汽水,5
Deep Fried,5
Wok Bento,5
16 oz bottle soda,5
Dry Pots,5
 Beverages,5
Spicy Hot Pot 麻辣烫,5
Chicken Platter,5
Hunan,5
Chopsuey,5
Chow Mein Selections,5
Steak,5
American Favorites,5
Chinese Pork Entrees,5
Chinese Pork Combo Entrees,5
Rice 盖饭,5
Kabob 烧烤类,5
Drinks 饮料类,5
Dumpling &amp; Bao,5
Miyako's Specials,5
Shared Dish 中式炒菜,5
Deluxe Combination Dinners,5
Egg Foo Young - 芙蓉蛋,5
Tofu - 豆腐類,5
Soup - 湯 類,5
Main Fun 米粉,5
American Dishes Specialties 美式特色主菜,5
Vietnamese Grilled,5
Vegetable Lunch Special,5
Pork Lunch Special,5
"Rice, Noodles, &amp; Oodles",5
Vegetarian Side Platter,5
Beef Lunch Special,5
Southeast Asian Corner,5
Poultry Lunch Special,5
Moo Shu ,5
Taiwanese Style Braised Combo Platter,5
Kitchen Entrees,5
Side Orders 配菜,5
Combo Bowl,5
Veggie Rolls,5
Soup/Salad,5
Tofu (豆腐),5
Over Noodles,5
Moo Shu Dishes 木須類,5
"Japanese Combo, Platter, and Bento",5
